,메뉴명,설명
2142,돼지갈비,돼지의 갈비뼈에 붙어 있는 살 또는 식용이 가능하도록 조리한 살을 말합니다.
2143,돼지갈비,냉면은 보통 후식으로 먹으며 소주나 맥주와 잘 어울립니다.
2144,돼지갈비,점심 메뉴나 저녁에 맥주와 함께 즐기기에 좋습니다.
2145,돼지갈비,점심 메뉴나 저녁에 맥주와 함께 먹기 좋습니다.
2146,돼지갈비,점심 메뉴나 저녁에 맥주를 곁들여 먹기에도 좋습니다.
2147,돼지갈비,점심 메뉴나 저녁에 맥주를 곁들여 먹기 좋습니다.
2148,돼지갈비,삼겹살과 함께 가장 인기 있는 돼지고기 부위입니다.
2149,돼지갈비,삼겹살과 함께 가장 인기있는 돼지고기 부위입니다.
2150,돼지갈비,삼겹살과 더불어 가장 인기 있는 돼지고기 부위입니다.
2151,돼지갈비,삼겹살과 함께 가장 인기 있는 돼지 고기 부위입니다.
2152,돼지갈비,생으로 먹거나 향신료와 함께 구워 먹는 경우가 많습니다.
2153,돼지갈비,주로 날로 먹거나 향신료와 함께 구워 먹습니다.
2154,돼지갈비,생으로 먹거나 향신료와 함께 구워 먹기도 합니다.
2155,돼지갈비,생으로 먹거나 향신료와 함께 구워 먹습니다.
2156,돼지갈비,"돼지갈비는 전국 어디를 가도 맛있는 식당이 있을 정도로 인기가 높아졌고, 서울에서는 마포역 근처와 성수동 일대에 돼지갈비 골목이 번성하고 있습니다."
2157,돼지불고기,간장 또는 고추장 베이스의 불고기.
2158,돼지불고기,간장 또는 고추장 베이스 불고기.
2159,돼지불고기,간장 또는 고추장 베이스의 불고기입니다.
2160,돼지불고기,간장이나 고추장 베이스의 불고기.
2161,돼지불고기,"좋은 소식은 돼지고기 부위는 궁합이 잘 맞기 때문에 돼지 다리, 삼겹살, 갈비 등 어떤 부위든 고추장으로 만들 수 있다는 점입니다."
2162,돼지불고기,양념이 되어 있어 달콤하고 짭짤하며 맛있습니다.
2163,돼지불고기,양념이 되어 있어 달콤하고 짭조름하며 맛있습니다.
2164,돼지불고기,양념이 되어 있어서 달고 짭짤하고 맛있습니다.
2165,돼지불고기,양념이 되어 있어 단짠단짠하고 맛있습니다.
2166,돼지불고기,"쌈장, 마늘로 싸서 먹으면 맛있어요."
2167,돼지불고기,"쌈장, 마늘로 싸서 먹으면 맛있을 것 같아요."
2168,돼지불고기,쌈장은 마늘로 싸서 먹으면 맛있어요.
2169,돼지불고기,"쌈장, 마늘로 싸먹으면 맛있어요."
2170,돼지불고기,고추장을 넣어도 맛있습니다.
2171,돼지불고기,고추장을 넣어도 맛있게 먹을 수 있습니다.
2172,돼지불고기,고추장을 넣어도 맛있게 즐길 수 있습니다.
2173,돼지불고기,고추장을 추가해도 맛있습니다.
2174,돼지불고기,기생식 등 저렴한 가격대의 식당에서는 백반이라고도 불리는 돼지불백이 단골 메뉴입니다.
2175,돼지불고기,저크 스테이크나 폭찹과 비슷합니다.
2176,돼지불고기,저크 스테이크와 폭찹과 비슷합니다.
2177,돼지불고기,저크 스테이크나 폭찹과 비슷한 요리입니다.
2178,돼지불고기,저크 스테이크와 폭찹과 비슷한 요리입니다.
2179,돼지불고기,식당에 가서 불고기를 다 먹으면 남은 양념과 남은 고기로 볶음밥을 만들어 줍니다.
2180,된장찌개,한국인이 좋아하고 단일 메뉴로는 너무 비싸지 않습니다.
2181,된장찌개,한국인이 좋아하고 단일 메뉴로는 비싸지 않습니다.
2182,된장찌개,한국인이 좋아하고 단일 메뉴로는 너무 비싸지 않은 가격입니다.
2183,된장찌개,한국인이 좋아하고 단일 메뉴로는 비싸지 않은 가격입니다.
2184,된장찌개,대한민국: 
2185,된장찌개,한국식 소울푸드입니다.
2186,된장찌개,한국의 소울푸드입니다.
2187,된장찌개,한국의 소울 푸드입니다.
2188,된장찌개,한국 소울푸드입니다.
2189,된장찌개,돼지고기 덩어리와 함께 먹어도 좋을 정도로 맛있습니다.
2190,된장찌개,돼지고기 덩어리와 함께 먹어도 좋을 정도로 맛있어요.
2191,된장찌개,돼지고기 덩어리와 함께 먹어도 될 정도로 맛있습니다.
2192,된장찌개,돼지고기 덩어리와 함께 먹어도 좋을 만큼 맛있습니다.
2193,된장찌개,"두부 외에도 애호박, 파, 대파, 양파, 배추, 쪽파, 아욱, 시금치, 깨, 달래 등이 주재료이며 감자, 고추, 팽이버섯, 콩나물 등이 그 뒤를 잇습니다."
2194,된장찌개,선명하고 고소하며 구운
2195,된장찌개,선명하고 고소한 로스팅
2196,된장찌개,선명하고 고소하게 구운
2197,된장찌개,선명하고 고소하며 구운 커피
2198,된장찌개,정육점에서 식사 메뉴로 인기입니다.
2199,된장찌개,정육점에서 식사 메뉴로 인기 있는 제품입니다.
2200,된장찌개,정육점에서 식사 메뉴로 인기 있는 제품
2201,된장찌개,정육점에서 식사 아이템으로 인기
2202,된장찌개,김으로도 좋으며 삼겹살 식당에서 자주 먹습니다.
2203,떡갈비,외국인들이 가장 좋아하는 음식 중 하나이자 밥 반찬으로 훌륭한 음식입니다.
2204,떡갈비,가격이 꽤 비싸고 대부분 소고기로 만들어져 있습니다.
2205,떡갈비,가격이 꽤 비싸고 대부분 소고기입니다.
2206,떡갈비,가격이 꽤 비싸고 대부분 소고기로 만들어집니다.
2207,떡갈비,가격이 꽤 비싸고 대부분 소고기로 만들어졌습니다.
2208,떡갈비,지글지글할 때 정말 맛있어요.
2209,떡갈비,지글지글 끓을 때 정말 맛있어요.
2210,떡갈비,지글지글할 때 정말 맛있습니다.
2211,떡갈비,지글지글 구워지면 정말 맛있어요.
2212,떡갈비,나는 교활한 도둑입니다.
2213,떡갈비,나는 교활한 도둑이야
2214,떡갈비,나는 교활한 도둑이다
2215,떡갈비,나는 교활한 도둑이에요
2216,떡갈비,식욕이 없을 때 좋습니다.
2217,떡갈비,입맛이 없을 때 좋습니다.
2218,떡갈비,식욕이 없을 때 먹기 좋습니다.
2219,떡갈비,입맛이 없을 때 먹기 좋습니다.
2220,떡갈비,담양식 떡갈비는 한우로만 만들고 고기를 대부분 수작업으로 만들기 때문에 송정식보다 조금 더 비쌉니다.
2221,떡갈비,소고기와 돼지고기 다진 것을 반반씩 섞어 각종 향신료와 함께 섞은 후 직사각형 모양으로 만들어 석쇠에 놓고 양념을 발라 숯불에 굽는 방식으로 만듭니다.
2222,떡갈비,외국인들이 가장 좋아하는 한국 요리로 꼽히는 한식
2223,떡갈비,외국인들이 가장 좋아하는 한식 요리로 꼽히는
2224,떡갈비,외국인들이 가장 좋아하는 한식 요리로 손꼽히는
2225,떡갈비,외국인들이 가장 좋아하는 한국 요리로 꼽히는
2226,떡갈비,"궁중에서 왕들이 즐겨 먹던 구운 음식에서 유래한 것으로, 유배지에서 귀족들이 먹기 위해 레시피가 전승되면서 각 지역의 특성에 맞게 진화했습니다."
2227,떡갈비,고기를 다듬어 떡 모양으로 만든 후 숯불에 구운 요리.
2228,떡국,떡국을 물에 끓인 떡으로 만든 한국 요리로 설날과 음력설을 상징하는 음식입니다.
2229,떡국,끓일 때 떡을 넣으면 전분이 많아 다른 국과 달리 국물이 국물처럼 걸쭉해집니다.
2230,떡국,There is a custom of eating on New Year's Day 
2231,떡국,나이를 한 살 더 먹게 만드는 음식
2232,떡국,한 살 더 들어 보이게 하는 음식
2233,떡국,나이를 한 살 더 들어 보이게 하는 음식
2234,떡국,나이를 한 살 더 먹게 하는 음식
2235,떡국,새해 식탁의 필수품입니다.
2236,떡국,새해 식탁의 필수품이죠.
2237,떡국,새해 식탁에 빠지지 않는 음식입니다.
2238,떡국,새해 식탁에 빠지지 않는 메뉴입니다.
2239,떡국,해초 가루를 뿌려주면 수프가 짭조름하고 고소해집니다.
2240,떡국,장수와 건강을 기원하는 엽서처럼 자른 가래떡 복을 기원하는 엽서처럼 자른 떡국떡 한국의 전통 색을 상징하는 액상 오색 고명 조롱이떡 
2241,떡국,"지역마다 오랜 역사를 가진 몇 안 되는 한국 음식 중 하나이기 때문에 다양한 형태가 있지만, 그 중 빨갛고 매운 음식은 없습니다."
2242,떡국,몇 살이냐고 물었을 때 수프를 몇 그릇이나 먹었나요?
2243,떡만두국,사리곰탕면에 불린 떡국떡과 만두를 넣으면 비슷한 맛이 나요.
2244,떡만두국,레토르트 사골 만두 떡국 떡과 대파만 있으면 만들 수 있습니다.
2245,떡만두국,떡국만 먹을 수는 없습니다.
2246,떡만두국,떡국만 먹을 수는 없죠.
2247,떡만두국,떡국을 그냥 먹을 수는 없습니다.
2248,떡만두국,떡국만 먹을 수는 없잖아요.
2249,떡만두국,해초 가루를 뿌려주면 적당한 풍미를 더할 수 있습니다.
2250,떡만두국,"새해, 특히 설날에 먹는 음식 중 하나"
2251,떡만두국,간단히 말해서 만두를 넣은 떡국입니다.
2252,떡만두국,간단히 말해 만두를 넣은 떡국입니다.
2253,떡만두국,간단히 말해서 만두가 들어간 떡국입니다.
2254,떡만두국,간단히 말해 만두가 들어간 떡국입니다.
2255,떡만둣국,"만두로 만들든 제대로 된 국물로 만들든 꼬리곰탕, 소시지 야채 볶음과 함께 가장 인기 있는 아침 식사 요리 중 하나입니다."
2256,떡만둣국,강원도식의 경우 감자와 황태를 함께 끓여 구수하고 시원한 맛을 내는 것이 특징입니다.
2257,떡만둣국,간단히 말해서 만두를 넣은 떡국입니다.
2258,떡만둣국,간단히 말해서 만두가 들어간 떡국입니다.
2259,떡만둣국,간단히 말해 만두를 넣은 떡국입니다.
2260,떡만둣국,간단히 말해 만두가 들어간 떡국입니다.
2261,떡만둣국,"새해, 특히 설날에 먹는 음식 중 하나"
2262,떡볶이,"가장 일반적인 것은 고추장을 넣은 빨간 떡볶이이며 간장, 케첩, 카레, 고추장, 크림 소스 및 기타 양념을 사용하는 다른 떡볶이도 있습니다."
2263,떡볶이,"순대, 튀김, 라면, 김밥과 함께 한국을 대표하는 국민 음식이자 가장 대표적인 길거리 음식 중 하나입니다."
2264,떡볶이,떡과 부재료를 양념에 볶거나 조린 한식 요리입니다.
2265,떡볶이,떡볶이는 젊은 여성들에게 인기가 많고 스트레스를 받을 때 자주 먹는 음식입니다.
2266,떡볶이,스트레스에 좋은 음식
2267,떡볶이,스트레스에 좋은 식품
2268,떡볶이,스트레스 해소 식품
2269,떡볶이,스트레스 해소 음식
2270,떡볶이,너무 매운 음식을 먹으면 다음 날 고생합니다.
2271,떡볶이,너무 매운 음식을 먹으면 다음날 고생합니다.
2272,떡볶이,너무 매운 음식을 먹으면 다음 날 고통스러워요.
2273,떡볶이,너무 매운 음식을 먹으면 다음날 고통스러워요.
2274,떡볶이,"순대, 튀김, 그리고 행복이 함께합니다."
2275,떡볶이,"순대, 튀김, 그리고 행복을 함께하다"
2276,떡볶이,"순대, 튀김, 그리고 행복을 함께"
2277,떡볶이,튀김이나 순대와 함께 제공되는 경우가 많습니다.
2278,떡볶이,튀김이나 순대와 함께 제공되기도 합니다.
2279,떡볶이,튀김이나 순대와 함께 먹는 경우가 많습니다.
2280,떡볶이,튀김이나 순대와 함께 나오는 경우가 많습니다.
2281,떡볶이,여자친구들과 함께 먹으면 대부분 좋아합니다.
2282,떡볶이,여자친구와 함께 먹으면 대부분 좋아합니다.
2283,떡볶이,여자친구들과 함께 먹으면 대부분 좋아하더라고요.
2284,떡볶이,여자 친구들과 함께 먹으면 대부분 좋아합니다.
2285,떡볶이,"컵에 담긴 길거리 음식, 비스트로에서의 간단한 식사, 바나 포장마차에서의 간식 등 다양한 상황에서 즐길 수 있습니다."
2286,떡볶이,"떡과 고추장 양념을 기본으로 각종 채소, 어묵, 가공육, 삶은 달걀, 라면 또는 당면 등 기호에 따라 다양한 재료를 넣어 만들어집니다."
2287,또띠아,"납작한 모양 때문에 고기, 야채 및 기타 재료를 얹은 다음 돌돌 말아 싸서 먹는 경우가 많기 때문에 타코 또는 파히타 랩이라고도 합니다."
2288,또띠아,"육류, 해산물 등 무엇이든 넣을 수 있습니다."
2289,또띠아,"고기, 해산물 등 무엇이든 넣을 수 있습니다."
2290,또띠아,"육류, 해산물 또는 기타 모든 것을 넣을 수 있습니다."
2291,또띠아,물지 않도록 다양한 소스를 추가할 수 있습니다.
2292,또띠아,음식의 범주에 속하며 여러 가지 재료와 함께 먹습니다.
2293,또띠아,멕시코에서는 이 바삭한 빵을 단독으로 먹지 않고 바게트 같은 빵과 함께 먹는 것이 일반적입니다.
2294,또띠아,"멕시코, 과테말라, 엘살바도르 등 중남미 지역의 음식으로 원주민들이 즐겨 먹던 음식입니다."
2295,라멘,"국수, 토핑, 육수가 먹고 싶을 때 좋습니다."
2296,라멘,"면, 토핑, 육수가 먹고 싶을 때 좋습니다."
2297,라멘,"면, 토핑, 국물이 먹고 싶을 때 좋습니다."
2298,라멘,"면, 토핑, 육수가 생각날 때 좋습니다."
2299,라멘,일본을 여행할 때 없으면 못 살 것 같아요.
2300,라멘,일본을 여행할 때는 이 없이는 살 수 없습니다.
2301,라멘,일본을 여행할 때 이 없이는 살 수 없습니다.
2302,라멘,일본을 여행할 때 이 앱 없이는 살 수 없어요.
2303,라멘,중국 국수의 일본식 버전입니다.
2304,라멘,중화 국수의 일본식 버전입니다.
2305,라멘,일본식 중화 국수입니다.
2306,라멘,일본식 중국 국수입니다.
2307,라멘,고기 육수는 짠맛이 있습니다.
2308,라멘,고기 국물은 짠맛이 있습니다.
2309,라멘,고기 육수는 짠 맛이 있습니다.
2310,라멘,고기 국물은 짠 맛이 있습니다.
2311,라면,저는 물놀이를 하고 평소 라면을 많이 먹어요.
2312,라면,실제로 꽤 저렴합니다.
2313,라면,사실 꽤 저렴합니다.
2314,라면,빠른 숙취 해소와 훌륭한 숙취 치료법입니다.
2315,라면,빠른 숙취 해소와 훌륭한 숙취 치료제입니다.
2316,라면,간식이나 야식으로도 좋습니다.
2317,라면,간식 및 야식으로도 좋습니다.
2318,라면,간식이나 야식용으로도 좋습니다.
2319,라면,간식과 야식으로도 좋습니다.
2320,라면,한국인이 좋아하지 않을 게 뭐가 있겠어요?
2321,라면,한국인이 좋아하지 않을 게 뭐가 있나요?
2322,라면,한국인이 좋아하지 않을 게 뭐가 있을까요?
2323,라면,한국인이 좋아하지 않는 게 뭐가 있나요?
2324,라면,야식하면 떠오르는 음식 1가지
2325,라면,신 김치와 가장 잘 어울립니다.
